Dates,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
2019-03-11,138.1877203617698,61.50871940621652,66.31287946468183,65.65196819856232,87.01986460611042,71.23640359402258,55.3579839519672,107.90437986889114,53.439324839167845,86.75670624521558,81.22893436548993,149.36307412797663,68.89657097961694,69.9248104789161,65.8930806670422,65.59955563950831,97.6016971378727,57.00124603121697,47.39963033365164,75.09751649169463,57.353795200907314,97.46781855479364,64.08595932767136,78.8943203645971,66.84911625733376,76.25802061712197,94.61314587390959,66.12503141150734,77.330778533267,65.04611318667999,59.17149332091333,67.77086145834392,73.39066786292479,91.1548844694917,86.80821779560608,57.65299190076993,64.83502365381416,77.005917936513,64.33260110933736,51.59952129378272,73.33277614863039,60.789797150679725,69.63248743983205,70.27235091511002,115.73762405468916,81.66533479704471,70.25584119058655,140.4197064047637,81.63426102887668,86.27398497790045,67.40478638413217,66.84451693551948,70.54570429946169
2019-03-18,121.08935557941086,59.787588826580986,82.02659588640614,66.44095942396633,88.58252503182212,82.58911048742398,59.09393266137464,88.79672607995519,46.63560332608417,85.52921664619707,75.98392956973981,161.06331423647373,79.05335933165185,78.28208651251748,67.81587635909611,57.877340774283155,72.91898443541663,47.021483683476326,50.13555986555759,67.47461488787353,62.598528318134825,82.41021643096794,60.12507464611719,80.47408558929527,66.16055397499845,56.114680016911436,89.11632422121085,54.688219999723145,78.16847069971978,66.78047096951964,59.62306838253942,61.019799350328235,63.35815936554532,89.00871323020085,86.81487979139733,59.429614728883664,88.84036808580281,88.36675494886559,58.96086630120676,57.59447795169642,69.06220660690614,53.62483219193083,72.46758464793207,66.43735011089402,97.9430573983735,82.61284290913956,61.33213505980999,200.83274886474888,41.90593172765011,82.15635388858549,81.97568587716061,44.30112555759068,87.54110621142634
2019-03-25,111.19828772666717,55.975148463213564,52.735291403404624,62.23112572710653,91.50689643795035,86.08707971051786,52.22417916701964,70.53400729828898,47.19540396733432,79.2988268553522,72.75060324520861,145.7390940498639,45.806478720790864,72.18512373673052,67.11194663512119,70.50433154954848,69.94048754548473,54.454452711819464,44.75368360357722,59.64120970658762,54.8548471320422,71.58332057093493,68.85038369053657,76.33182735400555,61.45748470397217,52.461391235100095,81.7781186343984,52.62162594503677,64.46089086228004,57.30842379969817,56.67208075017392,51.65777797400899,58.42245231387876,85.86123099181853,79.41391453958153,53.09134531991863,56.13553359929667,94.03854145804546,60.84007094259737,37.59568674587078,55.07601339585982,50.20011970609129,75.59386610425184,60.29363279480402,89.57425915538549,64.70864489167408,60.62731149984272,251.6977564239988,50.15633371717886,81.95982321244621,74.17748403803449,50.15406778630195,74.02218826115124
2019-04-01,116.5695511896857,52.26522320578963,55.54666500998742,65.77159931635066,93.66687133688635,77.71732872327583,61.31850776584029,78.93284743630825,55.47420791995575,79.57511487943177,76.99625965408946,145.0064397409024,50.575663476489616,81.06987797354631,56.02959466986344,59.849644269158645,66.74309225666627,59.11085712987675,43.35706705694709,65.39522444141774,47.824781109016385,56.98483318869526,73.99105805791731,72.83312234161374,52.69697024198769,48.885390657695616,77.22255196213501,53.16841392211344,69.82310765954735,55.922625101841795,49.907914411585736,47.42162211722306,64.17490030463316,91.08684048518477,77.08691129104706,47.1607285594665,52.0818908552541,84.23758817122176,57.40322701898407,57.40052331455203,53.691200988779464,52.616071596602474,70.23850989520326,57.457647708863476,87.89516985460683,75.70989177070854,63.71719003773314,132.55719782781645,57.924941418360625,82.74869322009604,58.57394572102391,43.894056950153164,81.33717670559624
2019-04-08,122.81999172947717,49.52423827401047,50.931304257213746,61.903549608923065,91.24258709905094,76.51751111103152,56.55970889920649,82.53229825994076,47.28441520436617,82.28384920904413,71.57077792686295,152.25021292279206,47.79116968085637,69.3967321381671,59.42241098549817,49.91263867231325,66.49274095882019,43.74281425371886,53.6494852406092,73.74654865521984,49.11979851428529,76.25720302778022,63.22595149080029,63.48840405511894,59.740230347062344,48.4444389209273,65.38144215711037,55.69451465745916,64.35365474445348,58.70365909634391,56.44885454600466,55.485646470819006,59.00513021394493,93.92664016587268,81.51376835987831,45.40376602711407,52.41074656670277,80.98017116339203,56.99031618791039,58.67724332628868,60.363682600121976,55.81203861377474,61.41133647743543,63.25153592770856,86.20977647386293,66.60179129204374,63.30000956909195,126.16206971458776,72.82296685892453,90.42656758984175,59.76397899323531,50.00764026319706,56.988416321023905
2019-04-15,100.13572087458151,48.87358997089663,44.62395421425435,59.97597320913563,88.49728425366827,72.32929069551817,47.85104889713102,89.39539744715016,45.31236391860645,78.46973313476327,70.47821190864505,162.23181277381667,49.38026115355688,71.61290735777241,62.77778681329393,44.37779036900784,66.24430607600536,43.5783920362946,55.25906933121723,65.43230260514021,45.40199639340106,55.32640741151299,55.40545541183367,62.941665841925996,52.15515051511832,49.37170429957879,72.45877336804593,58.62788774470334,70.44088637293983,57.78268435296461,49.331557829468665,55.52160206653572,62.75376512569237,92.10889522324631,80.22878804396761,45.83937325728588,50.8335813421315,77.3853258723764,56.10801430881239,48.080429353960184,58.530187712689994,53.263136372543904,72.37444205292046,59.626428810866145,92.4393643200942,72.08674295145265,61.00183140121168,163.25538882893372,64.6062478777586,76.95460040222818,61.787371489886,49.899982754505274,76.57931247890502
2019-04-22,142.55990245420912,42.291834011411844,52.006674961837255,63.19033855920706,83.91238336004407,74.62019112338899,45.78125059345717,77.05707943097562,49.2824041846897,84.24831571862649,69.91901985798448,168.66623997445217,48.35906806406202,68.3116262564228,57.98558524856532,44.41779139543926,67.08112880661139,41.659621143034485,50.81228269237276,58.294990983464935,54.457124932037814,53.43737983163284,58.05722870953434,59.382822066821724,50.14734441873201,54.038999050791304,59.721741571364696,54.370925474820076,55.05632461585137,50.926274105469865,74.51996385322005,62.0807923284734,65.43625228085631,87.52906527831237,83.7245357217553,47.82405068840401,51.08374885214552,72.12568629580733,56.53424233151287,60.605514670263474,43.51972500128708,49.981264646054655,76.47985486120147,57.87237285650053,85.6685926374387,71.22361863673224,56.8236710360725,209.35173596271582,75.46271691008637,81.99382541241172,62.63426431902112,43.956300485245514,71.53011356274553
2019-04-29,120.05194518235037,51.27123559598819,49.76656481523433,66.21621488940816,84.74723761394935,76.48614076876618,47.75548263081142,74.66017123315704,46.75519317494484,83.4335213941585,65.5586971962559,165.71250324546892,46.47177571503405,63.318339145267686,56.41974907600853,47.45186432686948,68.78745929302171,39.79397803135212,47.08925071393962,64.4525243246769,47.85170316424184,65.47250027254763,57.94025682140367,67.25783723430582,51.444605891218046,51.68681800480959,80.644880823168,51.51612797273916,64.75084857707046,56.11573451798112,51.99525861995156,54.136538773601465,57.68440293701125,91.39787568560304,79.88750196504387,44.776658892723205,46.499515189676366,69.46154788105714,56.75735889895305,45.3469652755332,55.467167834736124,47.188000575972,77.97038675194291,58.172587217327084,82.96399542178116,73.5852037626915,57.043208346295366,172.17862057501256,80.53740118874413,81.72639267096527,55.21231933339467,51.256698650194096,63.552046966499525
2019-05-06,104.00987876383445,51.30520614393804,59.37835234949366,70.91344067118628,89.3184313710116,78.79849822874803,46.48266328489814,80.27207138141254,55.206508801103496,85.50077201370992,74.39513809716094,187.50241196110662,51.72094137043235,84.50826046922852,57.39780641146958,49.76973157186957,63.03845498814632,47.70776568327185,48.65577948118785,62.40419937030238,49.53483785736299,51.98940111305013,60.12185009808642,65.45505893397076,54.122612869207245,57.25595712010792,80.08008886331169,58.4474796081008,59.525137778307176,56.03618981688667,59.32973125937426,52.15120175750103,65.64294383301603,93.39145658460798,80.33521675304065,48.611623688569,56.48052808629398,78.15588416722697,59.468022762532634,45.629134336145526,47.47457300566524,51.165542011419014,75.55827160500078,63.48159681379838,86.20618689886354,85.09089386755511,61.593602626833395,207.88787688278705,88.65035595363824,83.7660955395471,53.8676203308037,48.67060778035078,63.17957500167924
2019-05-13,130.4051398519296,54.79249778574935,56.75957731614455,71.11761745344567,89.7895500895946,90.24480779040853,50.016287610096576,81.72179177328451,46.02407001857732,85.7232901844737,73.62966746781487,164.97887407026786,54.80282608822464,67.47729909683225,58.9637808009575,52.39213535816139,69.94225470894848,52.67829343409951,55.510156051936214,63.77518020077272,50.198371171699534,49.656045899263745,61.38869719780131,61.60324719900473,53.563420248213575,55.42536533298962,77.37681300568404,54.01488885197023,67.4975717949805,66.3637803765225,47.92108943105408,53.45022441838034,73.26608988855702,90.7070144883723,78.04375526578559,48.415596860272416,53.66728118967581,77.43983895434272,61.93612711225789,56.78268727739462,68.04883023597277,52.71525205767479,70.62935932350891,63.34153209619614,78.0867036527793,85.29422859178796,66.35031220436136,167.61831755988848,63.16712083313765,86.34853522140945,56.345957361712514,48.880184688941135,69.28564392543989
2019-05-20,109.65362661049456,52.94274527452611,62.56787715971666,74.9075856694108,90.73845252575015,87.85698324187533,57.76153081125445,82.95264630574549,50.50171753933162,86.55539635803108,73.92272884482017,179.11675548690638,52.80647262834632,77.26483698086811,64.16863767118312,50.087940671462306,78.51504986838798,52.966135125327575,58.79739764702848,67.84234150606623,53.7739071078361,61.91232981312303,61.81305983846067,71.10990489012121,61.70021785900271,57.31615315973209,66.88282646764611,58.657544899247064,64.51344752921928,65.49567012623723,54.47182689817478,53.49188674447158,76.9282407962466,89.83109776767245,82.7784234449983,52.35962401878434,60.1803577801097,76.07245322296552,64.04044490166075,50.759125684402036,61.64896621014186,52.12017232562538,92.99766100540641,66.3894037168592,92.42482046141254,84.64385292012398,66.08028679981618,111.68967952065935,60.852137588640716,84.93536600548913,62.59158219971207,55.39564208384731,79.74870818277788
2019-05-27,137.79763883635357,54.90456487758107,61.559587991878736,73.3550851121948,88.63751019828015,85.27874497297509,47.16209082720723,95.50603030052433,35.923697140278676,85.8062513354316,80.6518164111294,181.5245569752663,52.354825886814034,83.49504379436685,61.76975416723477,55.065647828738854,80.49333725488191,45.625851960483004,58.474463249244096,64.01122758608341,52.230005256121146,72.06231430921146,60.60308304900429,72.97311539943307,60.97638604875562,58.407091023371805,67.61913515818621,58.60983859947294,70.33924280331762,62.93878171331736,53.03332685588819,51.08587045410124,66.26411942096277,89.41346673328316,81.35470840749277,51.90752247614124,62.4707877524,77.30138283505333,61.609069469059925,35.450158545868256,50.15396457828254,51.30121763839598,72.49749366270427,65.33946357365878,93.50698742386646,83.50685149354747,65.04470390037375,117.76077225227588,50.12293445681487,81.72521436882337,59.68188615350897,48.17478238196987,61.495506234294396
2019-06-03,112.3664032714757,50.13255097503091,58.249482035915975,74.2229438545455,89.84461103330526,83.44580826915808,50.10820816801892,78.15632344581375,39.618141171039916,84.60753069896398,79.50089011310884,162.34312340999566,58.01612583241955,71.52528309760237,58.67842546705842,52.892336414015276,75.14878197740673,49.409994572824054,54.145200375646425,59.33091865437659,48.75708223571801,73.6708515551016,58.06272753447962,68.67315145526874,63.000206244058354,54.9199858079564,70.39292291566238,54.711302432597506,73.40840012580261,60.624050102113465,51.10388622180709,51.88210775950797,72.53371382636355,91.90925686546854,76.79861029835355,53.46443185992105,62.59611364444927,69.45449653665365,59.4178981014939,51.112036349865456,47.58576786050745,53.59395151061245,81.50266098125071,63.3570189332372,89.84893637076536,76.0353642736285,62.40792949019553,134.20483730006603,65.6796970636239,75.81476975067336,55.416915516395036,57.40662548975161,77.40822315197178
2019-06-10,116.21506845892442,56.832164704846264,57.48627605303963,74.53161905634607,90.133766419792,83.23451891044202,56.859805974811785,81.72670464681539,42.98660524113688,89.66112977910136,77.41465233703677,166.76124529600307,55.8130989856785,86.50442492073418,61.66370853327951,58.53743874125315,80.35821501629735,51.902563468507644,54.96258456545885,62.13189934233776,52.378801138757055,56.092519989111985,58.4694900750973,73.60398769277413,62.80616262363958,59.604518183471484,69.32015700171581,59.357045880685085,92.1110261881587,66.74794406643305,55.98739319744636,51.580467438659085,70.5883989936971,88.31199572668989,77.47279335768006,52.31076507749255,67.47783402573421,85.34978240401946,61.14762614501456,57.57597544327132,48.88445782422772,56.73095527041862,73.70747377391139,66.3997913548785,94.21389941138113,85.10356066696816,65.80238090332324,103.45460063544999,61.67332127489636,84.15495085362042,61.78616305290305,57.990923724111575,82.02863800619048
2019-06-17,122.8536645308895,57.63844305937734,59.19985835196726,78.18142324448729,92.20306267620425,87.87881062557632,51.20891945855843,80.73941472595786,49.720270103656205,91.24968627552794,83.43580665028296,159.48240271985924,55.693304390618955,92.81269748299096,59.81010735764972,56.7823811122636,77.2746682910601,55.95320807215779,56.568423304807645,64.69400940135355,53.66214460016429,60.28251473791885,61.96741729563029,68.23449601140969,60.04712115601228,57.102874511617806,72.77877252339601,64.84487175840292,61.28240736401713,66.43971353010171,56.87354546789495,48.78529847382925,70.90312083732904,90.48531996988793,72.91901988786626,57.1559504571385,60.41819575000967,83.80881496317805,62.96853720755864,42.45156457702638,47.09877631663324,54.99862202143882,69.55740301062178,65.15345691721177,90.57045296205789,91.18172718478087,60.59149900864534,202.12076425820945,71.03910370105676,81.46438418402867,69.28196759384775,53.2458609108645,90.53663930940326
2019-06-24,123.11568673717858,58.74700362100682,66.31782401509315,78.69498875295074,91.51018844603371,78.36612428729136,46.75648369499566,88.34268466338219,48.44225115724166,87.577687977512,78.8600723287986,160.22322677136245,53.45438733922952,80.10230555631536,61.079887750656965,55.72242183785283,79.4319339430465,57.898478072645936,56.884274039150206,63.92302679135088,54.20979587774614,70.34730985583374,64.52951862028391,68.96568142373167,62.726961427031306,61.90711629826712,82.78308952763473,61.716502802864476,80.41943180038382,71.47603837859306,61.591197065179195,52.969851231531756,68.82401401739176,85.94559678714263,73.91015571595618,52.454192065846414,60.93118492106481,85.29711818776728,62.29901621112746,53.42053499904678,55.04445761456824,56.27492726182568,88.93311606569162,70.29391613121832,96.85667232272685,87.19679930082263,62.90601454745113,106.08497869811795,67.52664518865225,84.66505390731027,59.539694724065946,56.70431577100941,77.82213361234376
2019-07-01,123.96478186308929,55.935226859383135,64.30223152058522,78.1756685558528,84.62493212940102,82.00369759751618,44.171567773051855,87.69579145711418,42.60926352518732,83.82080015111863,76.76703761652433,156.9617815042964,58.35196620337866,84.03652255955542,60.78665591058603,60.98690241930114,76.79542227587764,60.854365756901444,53.411965799402104,62.0531534985082,51.784796814011706,39.67559330461506,64.94304069203146,63.25084829124484,64.34154069419658,60.9008091172772,66.96497893142939,63.84586546867221,71.90144828409753,63.812070160137274,52.97443565913475,55.639108017082606,66.92706797998441,88.6642307602019,72.75506310191781,54.355537833756394,71.70865383924841,66.11995974096777,59.43105796763578,50.64127504099688,49.031916801212844,58.08070979146149,78.89350632462535,70.66515348652953,97.33782366661823,71.94098957870634,64.9248452895844,87.62121004357905,65.86337055447186,83.9636819061726,60.17684501106062,57.77687341138036,88.34080870505717
2019-07-08,116.15927585120619,56.03210208817181,60.35664312920523,75.26905250987343,88.11630866553574,85.75109726447468,46.96782843536814,82.6238379784798,54.15435405007086,86.8169429130758,73.95060852818493,163.64199682302848,56.48860813375585,81.5100401730995,61.24994675754999,56.294311514234685,77.6014746992525,59.67016572294895,51.89758885010337,60.163874386339025,58.746028414202044,59.02616934177477,62.75616326230888,73.39816793679549,60.0256502130725,51.897184527546266,79.81124747096905,65.87008770922574,87.5997558216739,64.7275380216934,42.28752300629976,59.14619267585257,74.09057078082711,95.62251025989023,75.07933753232045,56.21530753449226,66.893498957466,77.8155360386526,62.64768318370518,60.006998385541145,44.99393540997797,54.70271567971235,74.91537951795912,68.42849471664002,99.01164440892038,78.0313512634191,67.57828963119015,159.20019625013384,73.09122536133138,78.59831343629679,61.50652693472834,61.26330799605022,87.6436813298885
2019-07-15,129.68867372225014,56.1894179085569,53.06627853520351,74.33743171855173,86.16995060320497,77.70881474516268,49.16335612603156,79.67814347669014,44.047426489691524,86.74808535719083,75.0145915758436,161.7983448477317,57.66797520338441,86.75716091954789,63.56986043517727,53.032655802171924,75.72849667700747,55.20028489101288,56.57889900596165,66.44010523139862,53.56312940937651,56.86204545915351,62.52637786430226,68.57597460810604,65.7541799920308,60.862066489284885,74.85275552534357,60.10198716144814,68.97686571014701,72.0137003527277,51.55044381379752,54.68329068260449,65.82873350159102,93.34845994184467,76.07369439188004,54.522531886397175,65.96745027019584,79.75729827112062,59.46574353972991,42.74338751026765,51.54705449216931,56.8432773240755,79.46615836927977,69.37218372510804,93.14202318755429,81.42827441334552,66.03747545259534,48.086930889546665,54.13712068310506,83.82656814584337,60.515607683874975,67.7616664297508,93.80517878660315
2019-07-22,109.85245034817261,55.70014570148907,64.99832385372652,70.97619825782658,86.56584436194701,79.37782371693899,51.37824997361048,90.19693784507733,48.146030544892305,88.1161485356652,74.34373825544719,135.03899332573468,58.922849324856294,85.63270900003913,64.07386726130203,56.10186886077016,79.97110726502471,56.77154911954434,55.86687283624633,62.353142085174056,54.53845695587341,52.741375227433124,64.64364872072822,66.15072575589586,65.39136068792313,58.202034262781545,82.13157015555313,64.59483008587416,79.78351150161824,71.88344891091315,59.89120444379683,56.15613673627898,73.93784162130918,88.73882870632224,75.43253406667436,54.37771942341956,63.53896648060379,78.72966823331458,59.52765746651472,50.69010743659742,49.79377419025839,57.116414035318854,69.90612715258767,63.42068168448449,78.16462167158171,75.24614814737616,67.05218900766354,72.96944638536225,55.398389600127395,83.94213019329476,60.81206218287703,60.21340944149667,85.81133324239711
2019-07-29,144.97752042868177,52.782683453613615,57.921901543024894,64.54249678358525,90.06473116573376,80.07562257176363,49.61907533833764,81.66635112016264,50.25538030919537,83.42930863390048,72.04379794700563,159.98954755040074,58.4044691902596,79.9859436745071,63.52525248286568,52.65487437496769,78.1419092207759,54.258958113816014,56.55270091592461,59.09774584126296,55.98789303845436,57.73876598179025,60.41174055903621,64.68708000152404,67.80961648702234,56.11271451076677,67.6191834030427,59.973212239623095,78.75451879646195,64.85198699251293,59.467911815630124,53.39528194424204,67.80337696291946,91.31870972286005,75.58379578954617,50.907099326515706,64.31884605141855,84.5699586091222,60.40669797990856,53.59577242956425,58.645637517501,58.97761297794428,81.03982041087457,60.57099241261808,75.4642289793158,69.50135337303323,67.1546947355354,128.4068743337997,47.66538912702617,84.96953523329513,59.882523970259655,59.04455568710442,79.29787747087109
