,state,county,date,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,country_code,admin_level,admin2,fips,samples,m50,m50_index
3564,Florida,Total,2020-03-04,6.0,6.0,14.0,1.0,1.0,0.0,US,1.0,,12.0,491475.0,8.133,99.0
3565,Florida,Total,2020-03-05,5.0,5.0,8.0,2.0,1.0,0.0,US,1.0,,12.0,476604.0,8.485,104.0
3566,Florida,Total,2020-03-06,3.0,3.0,9.0,-1.0,1.0,0.0,US,1.0,,12.0,473093.0,9.065,111.0
3567,Florida,Total,2020-03-07,4.0,3.0,13.0,2.0,2.0,-1.0,US,1.0,,12.0,473994.0,7.541,92.0
3568,Florida,Total,2020-03-08,4.0,3.0,-1.0,1.0,0.0,1.0,US,1.0,,12.0,470542.0,5.558,68.0
3569,Florida,Total,2020-03-09,5.0,5.0,6.0,-1.0,0.0,0.0,US,1.0,,12.0,488402.0,7.855,96.0
3570,Florida,Total,2020-03-10,5.0,6.0,11.0,1.0,0.0,0.0,US,1.0,,12.0,484678.0,8.086,99.0
3571,Florida,Total,2020-03-11,6.0,7.0,20.0,-1.0,0.0,0.0,US,1.0,,12.0,481888.0,8.236,101.0
3572,Florida,Total,2020-03-12,5.0,17.0,17.0,-2.0,-1.0,0.0,US,1.0,,12.0,477395.0,8.323,102.0
3573,Florida,Total,2020-03-13,1.0,22.0,14.0,-8.0,-5.0,2.0,US,1.0,,12.0,465646.0,8.39,102.0
3574,Florida,Total,2020-03-14,-6.0,16.0,8.0,-10.0,-1.0,2.0,US,1.0,,12.0,450586.0,6.142,75.0
3575,Florida,Total,2020-03-15,-9.0,9.0,12.0,-13.0,-6.0,3.0,US,1.0,,12.0,440176.0,4.27,52.0
3576,Florida,Total,2020-03-16,-6.0,14.0,0.0,-16.0,-18.0,6.0,US,1.0,,12.0,443600.0,6.247000000000001,76.0
3577,Florida,Total,2020-03-17,-11.0,14.0,1.0,-18.0,-22.0,8.0,US,1.0,,12.0,457676.0,5.416,66.0
3578,Florida,Total,2020-03-18,-19.0,7.0,0.0,-26.0,-26.0,10.0,US,1.0,,12.0,443087.0,4.543,55.0
3579,Florida,Total,2020-03-19,-23.0,6.0,-7.0,-33.0,-29.0,12.0,US,1.0,,12.0,438077.0,4.64,56.0
3580,Florida,Total,2020-03-20,-29.0,6.0,-15.0,-38.0,-31.0,14.0,US,1.0,,12.0,404983.0,5.033,61.0
3581,Florida,Total,2020-03-21,-39.0,-3.0,-33.0,-42.0,-26.0,11.0,US,1.0,,12.0,353145.0,2.1919999999999997,26.0
3582,Florida,Total,2020-03-22,-43.0,-12.0,-33.0,-49.0,-33.0,11.0,US,1.0,,12.0,391058.0,0.865,10.0
3583,Florida,Total,2020-03-23,-37.0,-12.0,-33.0,-46.0,-36.0,15.0,US,1.0,,12.0,423791.0,2.741,33.0
3584,Florida,Total,2020-03-24,-38.0,-12.0,-33.0,-46.0,-39.0,16.0,US,1.0,,12.0,431097.0,2.412,29.0
3585,Florida,Total,2020-03-25,-38.0,-13.0,-33.0,-48.0,-40.0,17.0,US,1.0,,12.0,418708.0,2.542,31.0
3586,Florida,Total,2020-03-26,-40.0,-14.0,-34.0,-51.0,-42.0,18.0,US,1.0,,12.0,426128.0,2.301,28.0
3587,Florida,Total,2020-03-27,-44.0,-17.0,-38.0,-55.0,-43.0,20.0,US,1.0,,12.0,423223.0,2.278,27.0
3588,Florida,Total,2020-03-28,-49.0,-23.0,-48.0,-59.0,-36.0,14.0,US,1.0,,12.0,415200.0,0.655,8.0
3589,Florida,Total,2020-03-29,-50.0,-26.0,-48.0,-63.0,-41.0,13.0,US,1.0,,12.0,433201.0,0.142,1.0
3590,Florida,Total,2020-03-30,-42.0,-22.0,-42.0,-55.0,-43.0,17.0,US,1.0,,12.0,429357.0,1.264,15.0
3591,Florida,Total,2020-03-31,-42.0,-20.0,-46.0,-52.0,-45.0,19.0,US,1.0,,12.0,430965.0,1.385,17.0
3592,Florida,Total,2020-04-01,-37.0,-11.0,-41.0,-53.0,-45.0,18.0,US,1.0,,12.0,428573.0,1.6909999999999998,20.0
3593,Florida,Total,2020-04-02,-39.0,-11.0,-42.0,-55.0,-46.0,19.0,US,1.0,,12.0,422439.0,1.919,23.0
3594,Florida,Total,2020-04-03,-47.0,-19.0,-49.0,-59.0,-48.0,22.0,US,1.0,,12.0,416301.0,1.4080000000000001,17.0
3595,Florida,Total,2020-04-04,-53.0,-25.0,-57.0,-64.0,-40.0,16.0,US,1.0,,12.0,404369.0,0.353,4.0
3596,Florida,Total,2020-04-05,-57.0,-33.0,-70.0,-70.0,-45.0,15.0,US,1.0,,12.0,413138.0,0.039,0.0
3597,Florida,Total,2020-04-06,-47.0,-25.0,-50.0,-59.0,-48.0,19.0,US,1.0,,12.0,407612.0,0.7559999999999999,9.0
3598,Florida,Total,2020-04-07,-46.0,-23.0,-46.0,-56.0,-49.0,20.0,US,1.0,,12.0,413345.0,0.99,12.0
3599,Florida,Total,2020-04-08,-46.0,-23.0,-45.0,-57.0,-49.0,20.0,US,1.0,,12.0,411613.0,1.047,12.0
3600,Florida,Total,2020-04-09,-46.0,-21.0,-46.0,-58.0,-50.0,21.0,US,1.0,,12.0,413549.0,1.1420000000000001,14.0
3601,Florida,Total,2020-04-10,-47.0,-20.0,-48.0,-61.0,-53.0,23.0,US,1.0,,12.0,393842.0,1.7069999999999999,20.0
3602,Florida,Total,2020-04-11,-49.0,-20.0,-54.0,-65.0,-40.0,15.0,US,1.0,,12.0,399214.0,0.731,8.0
3603,Florida,Total,2020-04-12,-66.0,-49.0,-63.0,-69.0,-50.0,15.0,US,1.0,,12.0,395433.0,0.04,0.0
3604,Florida,Total,2020-04-13,-47.0,-24.0,-53.0,-59.0,-47.0,19.0,US,1.0,,12.0,396631.0,0.9940000000000001,12.0
3605,Florida,Total,2020-04-14,-46.0,-23.0,-52.0,-56.0,-48.0,20.0,US,1.0,,12.0,408072.0,1.0659999999999998,13.0
3606,Florida,Total,2020-04-15,-42.0,-21.0,-53.0,-56.0,-47.0,20.0,US,1.0,,12.0,421364.0,1.248,15.0
3607,Florida,Total,2020-04-16,-44.0,-22.0,-56.0,-57.0,-48.0,21.0,US,1.0,,12.0,411937.0,1.3,15.0
3608,Florida,Total,2020-04-17,-44.0,-21.0,-47.0,-58.0,-47.0,21.0,US,1.0,,12.0,405786.0,2.199,26.0
3609,Florida,Total,2020-04-18,-49.0,-25.0,-60.0,-62.0,-38.0,15.0,US,1.0,,12.0,406878.0,0.625,7.0
3610,Florida,Total,2020-04-19,-48.0,-23.0,-52.0,-64.0,-40.0,13.0,US,1.0,,12.0,394633.0,0.141,1.0
3611,Florida,Total,2020-04-20,-44.0,-25.0,-54.0,-58.0,-46.0,19.0,,,,,,,
3612,Florida,Total,2020-04-21,-41.0,-20.0,-43.0,-53.0,-46.0,19.0,US,1.0,,12.0,534710.0,2.9139999999999997,35.0
3613,Florida,Total,2020-04-22,-41.0,-20.0,-40.0,-54.0,-46.0,19.0,US,1.0,,12.0,548116.0,3.23,39.0
3614,Florida,Total,2020-04-23,-43.0,-21.0,-47.0,-55.0,-47.0,20.0,US,1.0,,12.0,557558.0,3.057,37.0
3615,Florida,Total,2020-04-24,-47.0,-25.0,-60.0,-60.0,-47.0,23.0,US,1.0,,12.0,527433.0,2.293,28.0
3616,Florida,Total,2020-04-25,-45.0,-19.0,-52.0,-59.0,-36.0,13.0,US,1.0,,12.0,495867.0,1.7009999999999998,20.0
3617,Florida,Total,2020-04-26,-47.0,-23.0,-52.0,-63.0,-40.0,12.0,US,1.0,,12.0,472724.0,0.451,5.0
3618,Florida,Total,2020-04-27,-38.0,-19.0,-39.0,-54.0,-44.0,17.0,US,1.0,,12.0,504438.0,2.9360000000000004,36.0
3619,Florida,Total,2020-04-28,-38.0,-17.0,-39.0,-50.0,-45.0,13.0,US,1.0,,12.0,515301.0,3.2739999999999996,40.0
3620,Florida,Total,2020-04-29,-38.0,-18.0,-36.0,-51.0,-45.0,18.0,US,1.0,,12.0,492283.0,3.1430000000000002,38.0
3621,Florida,Total,2020-04-30,-40.0,-19.0,-47.0,-53.0,-46.0,19.0,US,1.0,,12.0,671094.0,3.225,39.0
3622,Florida,Total,2020-05-01,-36.0,-13.0,-27.0,-51.0,-43.0,18.0,US,1.0,,12.0,619832.0,4.657,57.0
3623,Florida,Total,2020-05-02,-40.0,-14.0,-31.0,-53.0,-32.0,11.0,US,1.0,,12.0,655227.0,3.198,39.0
3624,Florida,Total,2020-05-03,-40.0,-14.0,-30.0,-58.0,-35.0,10.0,US,1.0,,12.0,638075.0,1.956,24.0
3625,Florida,Total,2020-05-04,-32.0,-15.0,-30.0,-50.0,-41.0,15.0,US,1.0,,12.0,447521.0,2.9589999999999996,36.0
3626,Florida,Total,2020-05-05,-31.0,-10.0,-29.0,-48.0,-41.0,16.0,US,1.0,,12.0,459788.0,3.784,46.0
3627,Florida,Total,2020-05-06,-33.0,-14.0,-26.0,-49.0,-41.0,16.0,US,1.0,,12.0,475789.0,4.556,55.0
3628,Florida,Total,2020-05-07,-33.0,-12.0,-23.0,-48.0,-41.0,16.0,US,1.0,,12.0,470944.0,3.556,43.0
3629,Florida,Total,2020-05-08,-33.0,-9.0,-20.0,-48.0,-40.0,17.0,US,1.0,,12.0,478128.0,4.437,54.0
3630,Florida,Total,2020-05-09,-33.0,-3.0,-26.0,-49.0,-28.0,9.0,US,1.0,,12.0,476930.0,3.6239999999999997,44.0
3631,Florida,Total,2020-05-10,-35.0,-10.0,-51.0,-56.0,-31.0,9.0,US,1.0,,12.0,467848.0,1.795,22.0
3632,Florida,Total,2020-05-11,-31.0,-16.0,-28.0,-48.0,-39.0,14.0,US,1.0,,12.0,440637.0,2.841,34.0
3633,Florida,Total,2020-05-12,-30.0,-12.0,-24.0,-45.0,-39.0,15.0,US,1.0,,12.0,479819.0,3.945,48.0
3634,Florida,Total,2020-05-13,-29.0,-13.0,-21.0,-47.0,-39.0,15.0,US,1.0,,12.0,460025.0,3.073,37.0
3635,Florida,Total,2020-05-14,-31.0,-13.0,-29.0,-48.0,-39.0,13.0,US,1.0,,12.0,480235.0,3.0069999999999997,36.0
3636,Florida,Total,2020-05-15,-33.0,-14.0,-34.0,-50.0,-39.0,17.0,US,1.0,,12.0,700431.0,4.15,50.0
3637,Florida,Total,2020-05-16,-32.0,-12.0,-28.0,-50.0,-26.0,9.0,US,1.0,,12.0,700938.0,3.813,46.0
3638,Florida,Total,2020-05-17,-33.0,-15.0,-20.0,-53.0,-28.0,9.0,US,1.0,,12.0,695120.0,2.612,32.0
3639,Florida,Total,2020-05-18,-31.0,-18.0,-42.0,-50.0,-37.0,14.0,US,1.0,,12.0,721037.0,3.845,47.0
3640,Florida,Total,2020-05-19,-26.0,-10.0,-27.0,-46.0,-37.0,14.0,US,1.0,,12.0,651038.0,3.775,46.0
3641,Florida,Total,2020-05-20,-25.0,-12.0,-20.0,-45.0,-37.0,14.0,US,1.0,,12.0,718042.0,5.069,62.0
3642,Florida,Total,2020-05-21,-26.0,-11.0,-22.0,-44.0,-37.0,14.0,US,1.0,,12.0,731908.0,5.4239999999999995,66.0
3643,Florida,Total,2020-05-22,-26.0,-8.0,-16.0,-43.0,-36.0,14.0,US,1.0,,12.0,771757.0,6.381,78.0
3644,Florida,Total,2020-05-23,-28.0,-9.0,-17.0,-46.0,-22.0,7.0,US,1.0,,12.0,738197.0,4.63,56.0
3645,Florida,Total,2020-05-24,-30.0,-14.0,-26.0,-53.0,-27.0,8.0,US,1.0,,12.0,723370.0,2.804,34.0
3646,Florida,Total,2020-05-25,-34.0,-23.0,-40.0,-58.0,-68.0,22.0,US,1.0,,12.0,713358.0,1.742,21.0
3647,Florida,Total,2020-05-26,-27.0,-12.0,-34.0,-44.0,-35.0,14.0,US,1.0,,12.0,720738.0,5.056,62.0
3648,Florida,Total,2020-05-27,-24.0,-11.0,-20.0,-43.0,-35.0,13.0,US,1.0,,12.0,706690.0,5.5760000000000005,68.0
3649,Florida,Total,2020-05-28,-24.0,-11.0,-25.0,-43.0,-34.0,13.0,US,1.0,,12.0,709876.0,5.246,64.0
3650,Florida,Total,2020-05-29,-24.0,-9.0,-20.0,-43.0,-33.0,14.0,,,,,,,
3651,Florida,Total,2020-05-30,-26.0,-10.0,-16.0,-43.0,-15.0,7.0,US,1.0,,12.0,663241.0,4.6080000000000005,56.0
3652,Florida,Total,2020-05-31,-26.0,-12.0,-13.0,-47.0,-19.0,7.0,US,1.0,,12.0,456572.0,2.415,29.0
3653,Florida,Total,2020-06-01,-21.0,-9.0,-24.0,-42.0,-33.0,11.0,US,1.0,,12.0,782784.0,5.66,69.0
3654,Florida,Total,2020-06-02,-22.0,-8.0,-25.0,-41.0,-33.0,12.0,US,1.0,,12.0,548757.0,5.052,62.0
3655,Florida,Total,2020-06-03,-22.0,-11.0,-30.0,-43.0,-34.0,13.0,US,1.0,,12.0,838795.0,6.039,74.0
3656,Florida,Total,2020-06-04,-24.0,-12.0,-38.0,-43.0,-34.0,14.0,US,1.0,,12.0,719707.0,5.513999999999999,67.0
3657,Florida,Total,2020-06-05,-23.0,-10.0,-27.0,-43.0,-33.0,13.0,US,1.0,,12.0,672990.0,6.361000000000001,78.0
3658,Florida,Total,2020-06-06,-28.0,-14.0,-48.0,-48.0,-18.0,8.0,US,1.0,,12.0,694450.0,4.484,55.0
3659,Florida,Total,2020-06-07,-27.0,-14.0,-40.0,-49.0,-21.0,8.0,US,1.0,,12.0,673640.0,2.505,30.0
3660,Florida,Total,2020-06-08,-22.0,-12.0,-25.0,-42.0,-32.0,11.0,US,1.0,,12.0,743548.0,5.837000000000001,71.0
3661,Florida,Total,2020-06-09,-20.0,-10.0,-20.0,-41.0,-32.0,12.0,US,1.0,,12.0,683706.0,6.4510000000000005,79.0
3662,Florida,Total,2020-06-10,-20.0,-11.0,-15.0,-41.0,-33.0,11.0,US,1.0,,12.0,656593.0,5.855,71.0
3663,Florida,Total,2020-06-11,-20.0,-10.0,-14.0,-39.0,-33.0,11.0,US,1.0,,12.0,769555.0,6.331,77.0
3664,Florida,Total,2020-06-12,-20.0,-8.0,-3.0,-39.0,-32.0,11.0,US,1.0,,12.0,657018.0,5.767,70.0
3665,Florida,Total,2020-06-13,-23.0,-9.0,-9.0,-40.0,-14.0,5.0,US,1.0,,12.0,715530.0,5.58,68.0
3666,Florida,Total,2020-06-14,-22.0,-11.0,-10.0,-42.0,-17.0,5.0,US,1.0,,12.0,666878.0,3.1839999999999997,39.0
3667,Florida,Total,2020-06-15,-19.0,-10.0,-13.0,-39.0,-32.0,10.0,US,1.0,,12.0,702016.0,4.953,60.0
3668,Florida,Total,2020-06-16,-18.0,-7.0,-4.0,-38.0,-32.0,11.0,US,1.0,,12.0,584575.0,5.246,64.0
3669,Florida,Total,2020-06-17,-19.0,-9.0,-5.0,-39.0,-33.0,11.0,US,1.0,,12.0,734579.0,6.568,80.0
3670,Florida,Total,2020-06-18,-20.0,-10.0,-15.0,-38.0,-33.0,11.0,US,1.0,,12.0,670680.0,6.367000000000001,78.0
3671,Florida,Total,2020-06-19,-21.0,-7.0,-13.0,-39.0,-34.0,10.0,US,1.0,,12.0,922173.0,6.7,82.0
3672,Florida,Total,2020-06-20,-21.0,-3.0,-6.0,-39.0,-15.0,5.0,US,1.0,,12.0,692250.0,5.419,66.0
3673,Florida,Total,2020-06-21,-21.0,-7.0,-8.0,-41.0,-17.0,4.0,US,1.0,,12.0,619083.0,3.7560000000000002,46.0
3674,Florida,Total,2020-06-22,-21.0,-12.0,-13.0,-38.0,-35.0,10.0,US,1.0,,12.0,672388.0,5.209,63.0
3675,Florida,Total,2020-06-23,-20.0,-9.0,-11.0,-38.0,-35.0,11.0,US,1.0,,12.0,699916.0,6.074,74.0
3676,Florida,Total,2020-06-24,-20.0,-10.0,-8.0,-38.0,-34.0,11.0,US,1.0,,12.0,677372.0,5.745,70.0
3677,Florida,Total,2020-06-25,-21.0,-9.0,-10.0,-37.0,-34.0,11.0,US,1.0,,12.0,642131.0,6.499,79.0
3678,Florida,Total,2020-06-26,-24.0,-9.0,-10.0,-39.0,-34.0,12.0,US,1.0,,12.0,673322.0,6.545,80.0
3679,Florida,Total,2020-06-27,-26.0,-10.0,-13.0,-40.0,-17.0,6.0,US,1.0,,12.0,609319.0,5.473,67.0
3680,Florida,Total,2020-06-28,-26.0,-12.0,-15.0,-42.0,-17.0,6.0,US,1.0,,12.0,613540.0,3.398,41.0
3681,Florida,Total,2020-06-29,-21.0,-11.0,-17.0,-39.0,-35.0,11.0,US,1.0,,12.0,446600.0,5.006,61.0
3682,Florida,Total,2020-06-30,-20.0,-9.0,-16.0,-39.0,-35.0,11.0,US,1.0,,12.0,646924.0,6.071000000000001,74.0
3683,Florida,Total,2020-07-01,-19.0,-9.0,-16.0,-37.0,-35.0,11.0,US,1.0,,12.0,625591.0,6.018,73.0
3684,Florida,Total,2020-07-02,-16.0,-4.0,-10.0,-34.0,-37.0,11.0,US,1.0,,12.0,609402.0,5.928,72.0
3685,Florida,Total,2020-07-03,-19.0,0.0,-6.0,-42.0,-53.0,16.0,US,1.0,,12.0,651026.0,5.765,70.0
3686,Florida,Total,2020-07-04,-38.0,-15.0,-25.0,-52.0,-30.0,8.0,US,1.0,,12.0,653822.0,3.59,44.0
3687,Florida,Total,2020-07-05,-31.0,-21.0,-36.0,-45.0,-24.0,7.0,US,1.0,,12.0,625978.0,2.8339999999999996,34.0
3688,Florida,Total,2020-07-06,-22.0,-13.0,-27.0,-39.0,-39.0,12.0,US,1.0,,12.0,610434.0,5.295,64.0
3689,Florida,Total,2020-07-07,-22.0,-10.0,-19.0,-38.0,-37.0,12.0,US,1.0,,12.0,602813.0,5.971,73.0
3690,Florida,Total,2020-07-08,-22.0,-12.0,-14.0,-39.0,-36.0,12.0,US,1.0,,12.0,658237.0,6.394,78.0
3691,Florida,Total,2020-07-09,-22.0,-10.0,-12.0,-39.0,-36.0,12.0,US,1.0,,12.0,617120.0,6.372000000000001,78.0
3692,Florida,Total,2020-07-10,-25.0,-12.0,-19.0,-42.0,-37.0,13.0,US,1.0,,12.0,622665.0,6.812,83.0
3693,Florida,Total,2020-07-11,-28.0,-13.0,-26.0,-44.0,-18.0,7.0,US,1.0,,12.0,627828.0,5.371,65.0
3694,Florida,Total,2020-07-12,-26.0,-13.0,-19.0,-44.0,-21.0,7.0,US,1.0,,12.0,622481.0,4.3389999999999995,53.0
3695,Florida,Total,2020-07-13,-22.0,-12.0,-19.0,-41.0,-37.0,11.0,US,1.0,,12.0,721282.0,6.108,74.0
3696,Florida,Total,2020-07-14,-23.0,-11.0,-20.0,-41.0,-37.0,12.0,US,1.0,,12.0,692403.0,7.082999999999999,86.0
3697,Florida,Total,2020-07-15,-23.0,-13.0,-21.0,-42.0,-36.0,12.0,US,1.0,,12.0,715830.0,6.147,75.0
3698,Florida,Total,2020-07-16,-22.0,-10.0,-15.0,-41.0,-37.0,12.0,US,1.0,,12.0,711434.0,6.029,74.0
3699,Florida,Total,2020-07-17,-25.0,-13.0,-20.0,-43.0,-37.0,13.0,US,1.0,,12.0,905587.0,7.794,95.0
3700,Florida,Total,2020-07-18,-28.0,-14.0,-26.0,-46.0,-20.0,7.0,US,1.0,,12.0,733900.0,5.102,62.0
3701,Florida,Total,2020-07-19,-26.0,-14.0,-16.0,-45.0,-22.0,6.0,US,1.0,,12.0,768052.0,3.364,41.0
3702,Florida,Total,2020-07-20,-23.0,-14.0,-20.0,-42.0,-37.0,11.0,US,1.0,,12.0,656065.0,4.99,61.0
3703,Florida,Total,2020-07-21,-23.0,-13.0,-23.0,-42.0,-38.0,12.0,US,1.0,,12.0,645867.0,5.143,63.0
3704,Florida,Total,2020-07-22,-24.0,-16.0,-27.0,-44.0,-37.0,12.0,US,1.0,,12.0,689453.0,5.31,65.0
3705,Florida,Total,2020-07-23,-25.0,-16.0,-31.0,-43.0,-37.0,13.0,US,1.0,,12.0,687839.0,4.918,60.0
3706,Florida,Total,2020-07-24,-24.0,-13.0,-17.0,-43.0,-36.0,12.0,US,1.0,,12.0,663389.0,6.145,75.0
3707,Florida,Total,2020-07-25,-26.0,-14.0,-17.0,-44.0,-19.0,6.0,US,1.0,,12.0,660385.0,4.287,52.0
3708,Florida,Total,2020-07-26,-26.0,-16.0,-16.0,-45.0,-22.0,6.0,US,1.0,,12.0,614617.0,2.681,32.0
3709,Florida,Total,2020-07-27,-24.0,-16.0,-24.0,-43.0,-38.0,11.0,US,1.0,,12.0,656929.0,4.836,59.0
3710,Florida,Total,2020-07-28,-24.0,-14.0,-26.0,-43.0,-37.0,12.0,US,1.0,,12.0,661899.0,5.172999999999999,63.0
3711,Florida,Total,2020-07-29,-22.0,-14.0,-19.0,-42.0,-37.0,12.0,US,1.0,,12.0,746568.0,5.148,63.0
3712,Florida,Total,2020-07-30,-22.0,-11.0,-13.0,-40.0,-37.0,11.0,US,1.0,,12.0,739473.0,5.3839999999999995,66.0
3713,Florida,Total,2020-07-31,-22.0,-6.0,-13.0,-40.0,-37.0,11.0,US,1.0,,12.0,687475.0,5.59,68.0
3714,Florida,Total,2020-08-01,-28.0,-11.0,-30.0,-46.0,-22.0,7.0,US,1.0,,12.0,675232.0,3.785,46.0
3715,Florida,Total,2020-08-02,-34.0,-23.0,-43.0,-51.0,-27.0,9.0,US,1.0,,12.0,734967.0,0.888,10.0
3716,Florida,Total,2020-08-03,-23.0,-16.0,-25.0,-42.0,-38.0,11.0,US,1.0,,12.0,703143.0,3.935,48.0
3717,Florida,Total,2020-08-04,-23.0,-15.0,-23.0,-41.0,-37.0,11.0,US,1.0,,12.0,724157.0,5.501,67.0
3718,Florida,Total,2020-08-05,-23.0,-16.0,-21.0,-42.0,-37.0,11.0,US,1.0,,12.0,692129.0,5.6579999999999995,69.0
3719,Florida,Total,2020-08-06,-23.0,-15.0,-18.0,-40.0,-37.0,11.0,US,1.0,,12.0,730326.0,5.2139999999999995,63.0
3720,Florida,Total,2020-08-07,-24.0,-14.0,-15.0,-42.0,-36.0,11.0,US,1.0,,12.0,687254.0,5.974,73.0
3721,Florida,Total,2020-08-08,-25.0,-14.0,-12.0,-43.0,-19.0,5.0,US,1.0,,12.0,615355.0,5.272,64.0
3722,Florida,Total,2020-08-09,-25.0,-16.0,-18.0,-43.0,-22.0,6.0,US,1.0,,12.0,634745.0,3.042,37.0
3723,Florida,Total,2020-08-10,-23.0,-16.0,-21.0,-41.0,-37.0,10.0,US,1.0,,12.0,688520.0,5.468999999999999,67.0
3724,Florida,Total,2020-08-11,-24.0,-16.0,-25.0,-41.0,-37.0,11.0,US,1.0,,12.0,699320.0,5.706,70.0
3725,Florida,Total,2020-08-12,-22.0,-15.0,-19.0,-42.0,-36.0,11.0,US,1.0,,12.0,661452.0,5.76,70.0
3726,Florida,Total,2020-08-13,-23.0,-15.0,-19.0,-40.0,-37.0,11.0,US,1.0,,12.0,656994.0,5.8839999999999995,72.0
3727,Florida,Total,2020-08-14,-24.0,-14.0,-17.0,-41.0,-36.0,11.0,US,1.0,,12.0,701864.0,6.5889999999999995,80.0
3728,Florida,Total,2020-08-15,-25.0,-15.0,-17.0,-43.0,-21.0,5.0,US,1.0,,12.0,646790.0,5.784,70.0
3729,Florida,Total,2020-08-16,-25.0,-16.0,-16.0,-43.0,-23.0,5.0,US,1.0,,12.0,658138.0,3.0810000000000004,37.0
3730,Florida,Total,2020-08-17,-25.0,-18.0,-29.0,-42.0,-37.0,10.0,US,1.0,,12.0,667863.0,5.26,64.0
3731,Florida,Total,2020-08-18,-23.0,-15.0,-22.0,-41.0,-36.0,10.0,US,1.0,,12.0,676701.0,5.7139999999999995,70.0
3732,Florida,Total,2020-08-19,-24.0,-17.0,-28.0,-43.0,-36.0,11.0,US,1.0,,12.0,704703.0,5.662999999999999,69.0
3733,Florida,Total,2020-08-20,-24.0,-16.0,-30.0,-41.0,-36.0,10.0,US,1.0,,12.0,647014.0,6.191,75.0
3734,Florida,Total,2020-08-21,-24.0,-14.0,-25.0,-41.0,-35.0,10.0,US,1.0,,12.0,662207.0,7.34,90.0
3735,Florida,Total,2020-08-22,-25.0,-15.0,-25.0,-44.0,-19.0,5.0,US,1.0,,12.0,634122.0,5.537999999999999,67.0
3736,Florida,Total,2020-08-23,-25.0,-16.0,-28.0,-44.0,-22.0,6.0,US,1.0,,12.0,578359.0,3.5610000000000004,43.0
3737,Florida,Total,2020-08-24,-26.0,-19.0,-35.0,-43.0,-36.0,10.0,US,1.0,,12.0,627767.0,5.727,70.0
3738,Florida,Total,2020-08-25,-25.0,-15.0,-26.0,-42.0,-35.0,10.0,US,1.0,,12.0,670580.0,6.441,79.0
3739,Florida,Total,2020-08-26,-24.0,-17.0,-23.0,-42.0,-34.0,10.0,US,1.0,,12.0,661357.0,6.524,80.0
3740,Florida,Total,2020-08-27,-25.0,-16.0,-23.0,-41.0,-34.0,10.0,US,1.0,,12.0,659921.0,6.3020000000000005,77.0
3741,Florida,Total,2020-08-28,-24.0,-15.0,-20.0,-41.0,-33.0,10.0,US,1.0,,12.0,657092.0,7.124,87.0
3742,Florida,Total,2020-08-29,-26.0,-16.0,-22.0,-45.0,-20.0,5.0,US,1.0,,12.0,635781.0,5.502999999999999,67.0
3743,Florida,Total,2020-08-30,-27.0,-19.0,-34.0,-46.0,-23.0,6.0,US,1.0,,12.0,507791.0,2.467,30.0
3744,Florida,Total,2020-08-31,-26.0,-19.0,-35.0,-42.0,-35.0,9.0,US,1.0,,12.0,642079.0,5.081,62.0
3745,Florida,Total,2020-09-01,-22.0,-13.0,-24.0,-40.0,-34.0,9.0,US,1.0,,12.0,592453.0,6.002000000000001,73.0
3746,Florida,Total,2020-09-02,-23.0,-16.0,-21.0,-41.0,-34.0,9.0,US,1.0,,12.0,699152.0,6.5920000000000005,80.0
3747,Florida,Total,2020-09-03,-22.0,-12.0,-20.0,-37.0,-34.0,8.0,US,1.0,,12.0,678052.0,6.516,79.0
3748,Florida,Total,2020-09-04,-22.0,-12.0,-18.0,-36.0,-35.0,9.0,US,1.0,,12.0,687064.0,7.031000000000001,86.0
3749,Florida,Total,2020-09-05,-23.0,-12.0,-10.0,-42.0,-23.0,4.0,US,1.0,,12.0,643769.0,5.263999999999999,64.0
3750,Florida,Total,2020-09-06,-21.0,-14.0,-6.0,-45.0,-24.0,4.0,US,1.0,,12.0,670293.0,3.93,48.0
3751,Florida,Total,2020-09-07,-24.0,-19.0,-7.0,-47.0,-69.0,17.0,US,1.0,,12.0,617438.0,3.93,48.0
3752,Florida,Total,2020-09-08,-25.0,-15.0,-30.0,-38.0,-35.0,9.0,US,1.0,,12.0,663407.0,5.803,71.0
3753,Florida,Total,2020-09-09,-24.0,-17.0,-29.0,-42.0,-33.0,9.0,US,1.0,,12.0,639009.0,6.072,74.0
3754,Florida,Total,2020-09-10,-24.0,-16.0,-25.0,-39.0,-34.0,9.0,US,1.0,,12.0,681467.0,6.074,74.0
3755,Florida,Total,2020-09-11,-24.0,-15.0,-22.0,-40.0,-32.0,9.0,US,1.0,,12.0,634613.0,6.87,84.0
3756,Florida,Total,2020-09-12,-27.0,-18.0,-37.0,-46.0,-21.0,6.0,US,1.0,,12.0,622173.0,4.56,55.0
3757,Florida,Total,2020-09-13,-27.0,-18.0,-42.0,-46.0,-23.0,6.0,US,1.0,,12.0,564859.0,2.825,34.0
3758,Florida,Total,2020-09-14,-24.0,-16.0,-30.0,-41.0,-31.0,8.0,US,1.0,,12.0,629940.0,5.654,69.0
3759,Florida,Total,2020-09-15,-24.0,-15.0,-29.0,-42.0,-32.0,10.0,US,1.0,,12.0,552502.0,4.709,57.0
