,state,county,date,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,country_code,admin_level,admin2,fips,samples,m50,m50_index
0,Alabama,Total,2020-02-15,5.0,2.0,39.0,7.0,2.0,-1.0,,,,,,,
1,Alabama,Total,2020-02-16,0.0,-2.0,-7.0,3.0,-1.0,1.0,,,,,,,
2,Alabama,Total,2020-02-17,3.0,0.0,17.0,7.0,-17.0,4.0,,,,,,,
3,Alabama,Total,2020-02-18,-4.0,-3.0,-11.0,-1.0,1.0,2.0,,,,,,,
4,Alabama,Total,2020-02-19,4.0,1.0,6.0,4.0,1.0,0.0,,,,,,,
5,Alabama,Total,2020-02-20,-7.0,-6.0,-25.0,-1.0,0.0,3.0,,,,,,,
6,Alabama,Total,2020-02-21,3.0,0.0,12.0,9.0,1.0,0.0,,,,,,,
7,Alabama,Total,2020-02-22,5.0,4.0,46.0,13.0,6.0,-1.0,,,,,,,
8,Alabama,Total,2020-02-23,3.0,2.0,24.0,16.0,2.0,0.0,,,,,,,
9,Alabama,Total,2020-02-24,-2.0,-3.0,-13.0,2.0,-2.0,2.0,,,,,,,
10,Alabama,Total,2020-02-25,7.0,3.0,27.0,7.0,-1.0,0.0,,,,,,,
11,Alabama,Total,2020-02-26,16.0,5.0,7.0,11.0,0.0,-1.0,,,,,,,
12,Alabama,Total,2020-02-27,12.0,6.0,14.0,9.0,2.0,-1.0,,,,,,,
13,Alabama,Total,2020-02-28,12.0,6.0,20.0,10.0,1.0,-1.0,,,,,,,
14,Alabama,Total,2020-02-29,15.0,10.0,55.0,20.0,5.0,-3.0,,,,,,,
15,Alabama,Total,2020-03-01,16.0,10.0,53.0,21.0,4.0,-2.0,US,1.0,,1.0,133826.0,8.331,79.0
16,Alabama,Total,2020-03-02,8.0,4.0,-2.0,5.0,2.0,0.0,US,1.0,,1.0,143632.0,10.398,98.0
17,Alabama,Total,2020-03-03,20.0,15.0,33.0,5.0,2.0,-1.0,US,1.0,,1.0,146009.0,10.538,100.0
18,Alabama,Total,2020-03-04,7.0,0.0,-8.0,2.0,0.0,1.0,US,1.0,,1.0,149352.0,10.144,96.0
19,Alabama,Total,2020-03-05,7.0,6.0,0.0,4.0,2.0,1.0,US,1.0,,1.0,144109.0,10.982000000000001,104.0
20,Alabama,Total,2020-03-06,9.0,4.0,29.0,10.0,2.0,-1.0,US,1.0,,1.0,141491.0,13.024000000000001,123.0
21,Alabama,Total,2020-03-07,12.0,8.0,63.0,18.0,7.0,-2.0,US,1.0,,1.0,141163.0,11.373,107.0
22,Alabama,Total,2020-03-08,12.0,8.0,55.0,20.0,3.0,-1.0,US,1.0,,1.0,138075.0,8.513,80.0
23,Alabama,Total,2020-03-09,10.0,8.0,45.0,9.0,2.0,-1.0,US,1.0,,1.0,145037.0,10.901,103.0
24,Alabama,Total,2020-03-10,9.0,8.0,21.0,4.0,1.0,0.0,US,1.0,,1.0,143390.0,10.892000000000001,103.0
25,Alabama,Total,2020-03-11,10.0,8.0,27.0,7.0,1.0,-1.0,US,1.0,,1.0,143775.0,10.954,103.0
26,Alabama,Total,2020-03-12,10.0,22.0,43.0,8.0,1.0,-1.0,US,1.0,,1.0,141531.0,11.755,111.0
27,Alabama,Total,2020-03-13,7.0,32.0,26.0,7.0,-2.0,0.0,US,1.0,,1.0,138766.0,12.269,116.0
28,Alabama,Total,2020-03-14,1.0,28.0,55.0,12.0,4.0,0.0,US,1.0,,1.0,135267.0,9.379,89.0
29,Alabama,Total,2020-03-15,-7.0,16.0,16.0,6.0,-4.0,2.0,US,1.0,,1.0,131636.0,6.3839999999999995,60.0
30,Alabama,Total,2020-03-16,-2.0,24.0,22.0,2.0,-10.0,4.0,US,1.0,,1.0,134064.0,9.49,90.0
31,Alabama,Total,2020-03-17,-11.0,17.0,25.0,-1.0,-17.0,7.0,US,1.0,,1.0,137404.0,8.263,78.0
32,Alabama,Total,2020-03-18,-13.0,13.0,39.0,-3.0,-22.0,8.0,US,1.0,,1.0,133274.0,7.662000000000001,72.0
33,Alabama,Total,2020-03-19,-20.0,15.0,27.0,-8.0,-25.0,10.0,US,1.0,,1.0,130158.0,7.8629999999999995,74.0
34,Alabama,Total,2020-03-20,-27.0,10.0,7.0,-14.0,-29.0,14.0,US,1.0,,1.0,122306.0,8.325,78.0
35,Alabama,Total,2020-03-21,-35.0,5.0,10.0,-13.0,-16.0,8.0,US,1.0,,1.0,104381.0,5.233,49.0
36,Alabama,Total,2020-03-22,-40.0,-7.0,2.0,-22.0,-27.0,9.0,US,1.0,,1.0,118961.0,2.903,27.0
37,Alabama,Total,2020-03-23,-33.0,-6.0,-11.0,-22.0,-33.0,14.0,US,1.0,,1.0,128380.0,5.398,51.0
38,Alabama,Total,2020-03-24,-32.0,-5.0,4.0,-18.0,-34.0,15.0,US,1.0,,1.0,132352.0,5.519,52.0
39,Alabama,Total,2020-03-25,-28.0,-4.0,36.0,-15.0,-36.0,13.0,US,1.0,,1.0,128921.0,6.305,59.0
40,Alabama,Total,2020-03-26,-30.0,-3.0,32.0,-19.0,-36.0,14.0,US,1.0,,1.0,130572.0,6.3629999999999995,60.0
41,Alabama,Total,2020-03-27,-30.0,-2.0,30.0,-24.0,-37.0,16.0,US,1.0,,1.0,129899.0,6.956,66.0
42,Alabama,Total,2020-03-28,-36.0,-2.0,22.0,-25.0,-22.0,9.0,US,1.0,,1.0,128521.0,4.772,45.0
43,Alabama,Total,2020-03-29,-41.0,-13.0,19.0,-30.0,-32.0,9.0,US,1.0,,1.0,132096.0,2.739,25.0
44,Alabama,Total,2020-03-30,-33.0,-10.0,10.0,-25.0,-38.0,14.0,US,1.0,,1.0,132085.0,5.148,48.0
45,Alabama,Total,2020-03-31,-36.0,-11.0,-23.0,-26.0,-40.0,17.0,US,1.0,,1.0,132317.0,4.49,42.0
46,Alabama,Total,2020-04-01,-25.0,5.0,19.0,-20.0,-39.0,14.0,US,1.0,,1.0,131723.0,5.619,53.0
47,Alabama,Total,2020-04-02,-32.0,3.0,12.0,-25.0,-39.0,16.0,US,1.0,,1.0,131971.0,5.876,55.0
48,Alabama,Total,2020-04-03,-29.0,12.0,17.0,-29.0,-40.0,16.0,US,1.0,,1.0,130966.0,6.624,62.0
49,Alabama,Total,2020-04-04,-41.0,8.0,4.0,-33.0,-26.0,11.0,US,1.0,,1.0,126566.0,4.2410000000000005,40.0
50,Alabama,Total,2020-04-05,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,US,1.0,,1.0,126988.0,1.1909999999999998,11.0
51,Alabama,Total,2020-04-06,-37.0,-10.0,3.0,-29.0,-41.0,16.0,US,1.0,,1.0,127030.0,4.476,42.0
52,Alabama,Total,2020-04-07,-39.0,-11.0,-15.0,-31.0,-42.0,18.0,US,1.0,,1.0,128338.0,4.3260000000000005,41.0
53,Alabama,Total,2020-04-08,-36.0,-9.0,-1.0,-30.0,-43.0,17.0,US,1.0,,1.0,127651.0,4.519,42.0
54,Alabama,Total,2020-04-09,-35.0,-4.0,5.0,-31.0,-43.0,18.0,US,1.0,,1.0,128604.0,5.287000000000001,50.0
55,Alabama,Total,2020-04-10,-34.0,-4.0,4.0,-37.0,-48.0,20.0,US,1.0,,1.0,123336.0,6.14,58.0
56,Alabama,Total,2020-04-11,-39.0,3.0,11.0,-35.0,-29.0,10.0,US,1.0,,1.0,124136.0,4.705,44.0
57,Alabama,Total,2020-04-12,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,US,1.0,,1.0,127123.0,0.076,0.0
58,Alabama,Total,2020-04-13,-31.0,-11.0,-3.0,-29.0,-41.0,15.0,US,1.0,,1.0,122058.0,5.278,50.0
59,Alabama,Total,2020-04-14,-30.0,-8.0,3.0,-27.0,-40.0,16.0,US,1.0,,1.0,125264.0,5.441,51.0
60,Alabama,Total,2020-04-15,-19.0,-2.0,10.0,-24.0,-40.0,15.0,US,1.0,,1.0,128300.0,5.957999999999999,56.0
61,Alabama,Total,2020-04-16,-26.0,-3.0,7.0,-27.0,-39.0,16.0,US,1.0,,1.0,126339.0,6.255,59.0
62,Alabama,Total,2020-04-17,-29.0,-8.0,19.0,-30.0,-40.0,17.0,US,1.0,,1.0,125737.0,7.167000000000001,68.0
63,Alabama,Total,2020-04-18,-33.0,-5.0,12.0,-26.0,-24.0,9.0,US,1.0,,1.0,125617.0,5.252999999999999,49.0
64,Alabama,Total,2020-04-19,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,US,1.0,,1.0,122347.0,0.523,4.0
65,Alabama,Total,2020-04-20,-23.0,-6.0,13.0,-25.0,-39.0,14.0,,,,,,,
66,Alabama,Total,2020-04-21,-23.0,-4.0,18.0,-23.0,-38.0,15.0,US,1.0,,1.0,153132.0,6.577000000000001,62.0
67,Alabama,Total,2020-04-22,-23.0,-3.0,13.0,-22.0,-40.0,15.0,US,1.0,,1.0,159041.0,6.622999999999999,62.0
68,Alabama,Total,2020-04-23,-35.0,-13.0,-31.0,-33.0,-42.0,20.0,US,1.0,,1.0,158126.0,4.9719999999999995,47.0
69,Alabama,Total,2020-04-24,-26.0,-4.0,22.0,-26.0,-39.0,16.0,US,1.0,,1.0,150231.0,7.584,71.0
70,Alabama,Total,2020-04-25,-31.0,-3.0,17.0,-23.0,-23.0,9.0,US,1.0,,1.0,142654.0,5.287000000000001,50.0
71,Alabama,Total,2020-04-26,-30.0,-7.0,15.0,-29.0,-31.0,8.0,US,1.0,,1.0,137325.0,3.543,33.0
72,Alabama,Total,2020-04-27,-20.0,-4.0,20.0,-21.0,-37.0,14.0,US,1.0,,1.0,145645.0,6.562,62.0
73,Alabama,Total,2020-04-28,-21.0,-2.0,22.0,-20.0,-37.0,8.0,US,1.0,,1.0,148309.0,6.961,66.0
74,Alabama,Total,2020-04-29,-22.0,-4.0,-11.0,-24.0,-39.0,16.0,US,1.0,,1.0,143285.0,6.0120000000000005,57.0
75,Alabama,Total,2020-04-30,-18.0,3.0,15.0,-18.0,-37.0,14.0,US,1.0,,1.0,228371.0,8.113999999999999,76.0
76,Alabama,Total,2020-05-01,-16.0,6.0,39.0,-17.0,-36.0,13.0,US,1.0,,1.0,226817.0,9.946,94.0
77,Alabama,Total,2020-05-02,-21.0,8.0,61.0,-11.0,-20.0,6.0,US,1.0,,1.0,237460.0,7.787000000000001,73.0
78,Alabama,Total,2020-05-03,-20.0,4.0,52.0,-18.0,-27.0,6.0,US,1.0,,1.0,240044.0,6.562,62.0
79,Alabama,Total,2020-05-04,-11.0,6.0,25.0,-15.0,-33.0,11.0,US,1.0,,1.0,172422.0,8.03,76.0
80,Alabama,Total,2020-05-05,-12.0,9.0,16.0,-14.0,-33.0,12.0,US,1.0,,1.0,174430.0,8.695,82.0
81,Alabama,Total,2020-05-06,-11.0,8.0,33.0,-11.0,-34.0,12.0,US,1.0,,1.0,175792.0,10.192,96.0
82,Alabama,Total,2020-05-07,-15.0,8.0,33.0,-12.0,-34.0,12.0,US,1.0,,1.0,171973.0,9.17,87.0
83,Alabama,Total,2020-05-08,-22.0,1.0,-1.0,-17.0,-35.0,15.0,US,1.0,,1.0,177526.0,9.015,85.0
84,Alabama,Total,2020-05-09,-15.0,20.0,39.0,-3.0,-18.0,5.0,US,1.0,,1.0,170374.0,8.331,79.0
85,Alabama,Total,2020-05-10,-19.0,13.0,53.0,-10.0,-23.0,4.0,US,1.0,,1.0,174535.0,7.1160000000000005,67.0
86,Alabama,Total,2020-05-11,-11.0,1.0,33.0,-8.0,-31.0,10.0,US,1.0,,1.0,167364.0,8.113,76.0
87,Alabama,Total,2020-05-12,-9.0,4.0,28.0,-9.0,-30.0,11.0,US,1.0,,1.0,180588.0,9.253,87.0
88,Alabama,Total,2020-05-13,-5.0,5.0,46.0,-8.0,-31.0,10.0,US,1.0,,1.0,166921.0,8.275,78.0
89,Alabama,Total,2020-05-14,-10.0,5.0,38.0,-11.0,-31.0,11.0,US,1.0,,1.0,174939.0,8.451,80.0
90,Alabama,Total,2020-05-15,-13.0,1.0,46.0,-12.0,-32.0,11.0,US,1.0,,1.0,252908.0,9.478,89.0
91,Alabama,Total,2020-05-16,-15.0,8.0,71.0,-4.0,-14.0,4.0,US,1.0,,1.0,253471.0,8.529,80.0
92,Alabama,Total,2020-05-17,-18.0,-1.0,30.0,-12.0,-21.0,6.0,US,1.0,,1.0,252922.0,5.85,55.0
93,Alabama,Total,2020-05-18,-8.0,1.0,16.0,-12.0,-29.0,10.0,US,1.0,,1.0,245380.0,8.206,77.0
94,Alabama,Total,2020-05-19,-6.0,6.0,35.0,-10.0,-28.0,10.0,US,1.0,,1.0,231479.0,8.324,78.0
95,Alabama,Total,2020-05-20,-1.0,7.0,44.0,-4.0,-30.0,9.0,US,1.0,,1.0,255697.0,9.386000000000001,89.0
96,Alabama,Total,2020-05-21,-5.0,9.0,40.0,-4.0,-30.0,10.0,US,1.0,,1.0,263929.0,10.121,96.0
97,Alabama,Total,2020-05-22,-11.0,4.0,40.0,-3.0,-32.0,11.0,US,1.0,,1.0,276294.0,11.027000000000001,104.0
98,Alabama,Total,2020-05-23,-14.0,10.0,68.0,3.0,-14.0,4.0,US,1.0,,1.0,260610.0,8.658,82.0
99,Alabama,Total,2020-05-24,-13.0,10.0,89.0,-8.0,-21.0,3.0,US,1.0,,1.0,252557.0,7.191,68.0
100,Alabama,Total,2020-05-25,-20.0,0.0,84.0,-15.0,-67.0,17.0,US,1.0,,1.0,249140.0,6.454,61.0
101,Alabama,Total,2020-05-26,-12.0,0.0,1.0,-8.0,-30.0,11.0,US,1.0,,1.0,249959.0,8.732000000000001,82.0
102,Alabama,Total,2020-05-27,-9.0,0.0,14.0,-8.0,-30.0,11.0,US,1.0,,1.0,249147.0,9.196,87.0
103,Alabama,Total,2020-05-28,-6.0,7.0,31.0,-4.0,-28.0,10.0,US,1.0,,1.0,249415.0,9.564,90.0
104,Alabama,Total,2020-05-29,-9.0,2.0,45.0,-5.0,-28.0,10.0,,,,,,,
105,Alabama,Total,2020-05-30,-11.0,7.0,75.0,8.0,-6.0,3.0,US,1.0,,1.0,189817.0,6.919,65.0
106,Alabama,Total,2020-05-31,-9.0,5.0,79.0,3.0,-14.0,3.0,US,1.0,,1.0,158254.0,6.622999999999999,62.0
107,Alabama,Total,2020-06-01,-1.0,8.0,46.0,-1.0,-28.0,8.0,US,1.0,,1.0,269691.0,9.589,90.0
108,Alabama,Total,2020-06-02,-4.0,7.0,36.0,-3.0,-27.0,9.0,US,1.0,,1.0,182248.0,8.748,83.0
109,Alabama,Total,2020-06-03,1.0,9.0,44.0,-1.0,-28.0,8.0,US,1.0,,1.0,289794.0,10.029,95.0
110,Alabama,Total,2020-06-04,-6.0,8.0,35.0,-4.0,-27.0,9.0,US,1.0,,1.0,250378.0,9.876,93.0
111,Alabama,Total,2020-06-05,-10.0,2.0,41.0,-5.0,-28.0,10.0,US,1.0,,1.0,231251.0,10.831,102.0
112,Alabama,Total,2020-06-06,-11.0,8.0,55.0,7.0,-9.0,3.0,US,1.0,,1.0,243789.0,9.461,89.0
113,Alabama,Total,2020-06-07,-15.0,-1.0,36.0,-7.0,-17.0,5.0,US,1.0,,1.0,237754.0,6.062,57.0
114,Alabama,Total,2020-06-08,-10.0,-1.0,10.0,-10.0,-28.0,10.0,US,1.0,,1.0,251752.0,8.99,85.0
115,Alabama,Total,2020-06-09,-8.0,1.0,9.0,-7.0,-27.0,10.0,US,1.0,,1.0,223926.0,9.879,93.0
116,Alabama,Total,2020-06-10,-1.0,6.0,43.0,-2.0,-27.0,8.0,US,1.0,,1.0,226049.0,9.726,92.0
117,Alabama,Total,2020-06-11,-3.0,7.0,60.0,2.0,-26.0,8.0,US,1.0,,1.0,259940.0,10.547,100.0
118,Alabama,Total,2020-06-12,-7.0,3.0,71.0,1.0,-27.0,8.0,US,1.0,,1.0,233898.0,10.55,100.0
119,Alabama,Total,2020-06-13,-9.0,8.0,92.0,18.0,-6.0,2.0,US,1.0,,1.0,238000.0,10.025,95.0
120,Alabama,Total,2020-06-14,-8.0,5.0,75.0,10.0,-14.0,2.0,US,1.0,,1.0,227861.0,6.691,63.0
121,Alabama,Total,2020-06-15,-3.0,4.0,61.0,1.0,-27.0,7.0,US,1.0,,1.0,232125.0,8.597000000000001,81.0
122,Alabama,Total,2020-06-16,-3.0,6.0,60.0,0.0,-26.0,8.0,US,1.0,,1.0,208773.0,9.738999999999999,92.0
123,Alabama,Total,2020-06-17,1.0,7.0,68.0,1.0,-28.0,7.0,US,1.0,,1.0,241387.0,10.315999999999999,97.0
124,Alabama,Total,2020-06-18,-4.0,6.0,58.0,3.0,-27.0,8.0,US,1.0,,1.0,229179.0,10.725,101.0
125,Alabama,Total,2020-06-19,-6.0,5.0,72.0,4.0,-29.0,6.0,US,1.0,,1.0,293781.0,11.038,104.0
126,Alabama,Total,2020-06-20,-6.0,14.0,93.0,20.0,-7.0,1.0,US,1.0,,1.0,240422.0,10.004,94.0
127,Alabama,Total,2020-06-21,-10.0,7.0,58.0,8.0,-15.0,2.0,US,1.0,,1.0,226305.0,7.992000000000001,75.0
128,Alabama,Total,2020-06-22,-8.0,-1.0,30.0,2.0,-30.0,9.0,US,1.0,,1.0,219071.0,8.255,78.0
129,Alabama,Total,2020-06-23,-7.0,2.0,29.0,-2.0,-29.0,9.0,US,1.0,,1.0,241126.0,9.454,89.0
130,Alabama,Total,2020-06-24,-3.0,2.0,28.0,0.0,-29.0,9.0,US,1.0,,1.0,221498.0,8.882,84.0
131,Alabama,Total,2020-06-25,-6.0,4.0,38.0,1.0,-28.0,9.0,US,1.0,,1.0,215428.0,10.456,99.0
132,Alabama,Total,2020-06-26,-9.0,-1.0,41.0,2.0,-29.0,9.0,US,1.0,,1.0,229104.0,10.993,104.0
133,Alabama,Total,2020-06-27,-11.0,3.0,59.0,19.0,-7.0,3.0,US,1.0,,1.0,217211.0,10.017000000000001,95.0
134,Alabama,Total,2020-06-28,-10.0,1.0,58.0,11.0,-13.0,3.0,US,1.0,,1.0,216120.0,7.571000000000001,71.0
135,Alabama,Total,2020-06-29,-5.0,0.0,42.0,2.0,-29.0,8.0,US,1.0,,1.0,146583.0,8.926,84.0
136,Alabama,Total,2020-06-30,-2.0,3.0,34.0,0.0,-29.0,9.0,US,1.0,,1.0,223458.0,9.955,94.0
137,Alabama,Total,2020-07-01,4.0,9.0,35.0,5.0,-32.0,8.0,US,1.0,,1.0,218878.0,9.926,94.0
138,Alabama,Total,2020-07-02,6.0,18.0,54.0,12.0,-34.0,8.0,US,1.0,,1.0,225578.0,10.925,103.0
139,Alabama,Total,2020-07-03,-3.0,18.0,76.0,0.0,-55.0,14.0,US,1.0,,1.0,233227.0,10.137,96.0
140,Alabama,Total,2020-07-04,-35.0,0.0,76.0,-9.0,-28.0,4.0,US,1.0,,1.0,234581.0,7.604,72.0
141,Alabama,Total,2020-07-05,-18.0,-7.0,46.0,11.0,-21.0,4.0,US,1.0,,1.0,215882.0,6.882000000000001,65.0
142,Alabama,Total,2020-07-06,-5.0,3.0,40.0,6.0,-34.0,9.0,US,1.0,,1.0,216696.0,9.397,89.0
143,Alabama,Total,2020-07-07,-7.0,2.0,29.0,-1.0,-31.0,9.0,US,1.0,,1.0,211549.0,9.863999999999999,93.0
144,Alabama,Total,2020-07-08,-3.0,3.0,40.0,1.0,-31.0,8.0,US,1.0,,1.0,234203.0,10.270999999999999,97.0
145,Alabama,Total,2020-07-09,-6.0,4.0,43.0,2.0,-30.0,9.0,US,1.0,,1.0,217682.0,10.54,100.0
146,Alabama,Total,2020-07-10,-10.0,0.0,45.0,-1.0,-31.0,9.0,US,1.0,,1.0,216962.0,11.624,110.0
147,Alabama,Total,2020-07-11,-11.0,5.0,70.0,17.0,-8.0,3.0,US,1.0,,1.0,225696.0,10.464,99.0
148,Alabama,Total,2020-07-12,-16.0,-4.0,29.0,5.0,-18.0,5.0,US,1.0,,1.0,224011.0,6.9879999999999995,66.0
149,Alabama,Total,2020-07-13,-6.0,1.0,41.0,0.0,-30.0,8.0,US,1.0,,1.0,246733.0,9.922,94.0
150,Alabama,Total,2020-07-14,-4.0,4.0,47.0,0.0,-30.0,8.0,US,1.0,,1.0,236546.0,10.725999999999999,101.0
151,Alabama,Total,2020-07-15,-3.0,3.0,42.0,1.0,-31.0,8.0,US,1.0,,1.0,249012.0,10.175,96.0
152,Alabama,Total,2020-07-16,-8.0,5.0,38.0,1.0,-30.0,9.0,US,1.0,,1.0,245503.0,10.231,97.0
153,Alabama,Total,2020-07-17,-11.0,-1.0,44.0,1.0,-31.0,9.0,US,1.0,,1.0,277205.0,11.163,105.0
154,Alabama,Total,2020-07-18,-13.0,4.0,63.0,16.0,-10.0,3.0,US,1.0,,1.0,239198.0,9.662,91.0
155,Alabama,Total,2020-07-19,-12.0,1.0,48.0,7.0,-18.0,4.0,US,1.0,,1.0,254771.0,6.609,62.0
156,Alabama,Total,2020-07-20,-9.0,-1.0,35.0,-1.0,-31.0,8.0,US,1.0,,1.0,228372.0,8.892999999999999,84.0
157,Alabama,Total,2020-07-21,-9.0,0.0,28.0,-4.0,-31.0,9.0,US,1.0,,1.0,223260.0,9.105,86.0
158,Alabama,Total,2020-07-22,-4.0,3.0,43.0,0.0,-30.0,8.0,US,1.0,,1.0,231543.0,9.371,88.0
159,Alabama,Total,2020-07-23,-8.0,2.0,31.0,1.0,-30.0,9.0,US,1.0,,1.0,237174.0,9.516,90.0
160,Alabama,Total,2020-07-24,-11.0,-3.0,37.0,0.0,-30.0,10.0,US,1.0,,1.0,231718.0,10.672,101.0
161,Alabama,Total,2020-07-25,-14.0,1.0,54.0,12.0,-10.0,3.0,US,1.0,,1.0,232242.0,8.504,80.0
162,Alabama,Total,2020-07-26,-13.0,-1.0,51.0,5.0,-18.0,4.0,US,1.0,,1.0,217209.0,6.568,62.0
163,Alabama,Total,2020-07-27,-8.0,-1.0,32.0,-3.0,-31.0,8.0,US,1.0,,1.0,234128.0,8.783999999999999,83.0
164,Alabama,Total,2020-07-28,-9.0,-1.0,24.0,-4.0,-30.0,9.0,US,1.0,,1.0,233526.0,9.126,86.0
165,Alabama,Total,2020-07-29,-5.0,-1.0,34.0,-3.0,-31.0,9.0,US,1.0,,1.0,248809.0,8.959,85.0
166,Alabama,Total,2020-07-30,-8.0,1.0,31.0,-2.0,-30.0,9.0,US,1.0,,1.0,245789.0,9.607000000000001,91.0
167,Alabama,Total,2020-07-31,-7.0,0.0,38.0,0.0,-31.0,9.0,US,1.0,,1.0,229862.0,10.267999999999999,97.0
168,Alabama,Total,2020-08-01,-9.0,8.0,63.0,15.0,-9.0,2.0,US,1.0,,1.0,232987.0,9.274,88.0
169,Alabama,Total,2020-08-02,-10.0,3.0,59.0,8.0,-18.0,3.0,US,1.0,,1.0,233434.0,6.006,56.0
170,Alabama,Total,2020-08-03,-1.0,6.0,44.0,1.0,-30.0,7.0,US,1.0,,1.0,231835.0,8.487,80.0
171,Alabama,Total,2020-08-04,-4.0,5.0,38.0,-2.0,-29.0,7.0,US,1.0,,1.0,244061.0,9.515,90.0
172,Alabama,Total,2020-08-05,-2.0,4.0,51.0,0.0,-30.0,7.0,US,1.0,,1.0,231243.0,9.889,93.0
173,Alabama,Total,2020-08-06,-8.0,3.0,40.0,-2.0,-30.0,8.0,US,1.0,,1.0,242294.0,9.529,90.0
174,Alabama,Total,2020-08-07,-10.0,-2.0,45.0,-2.0,-30.0,8.0,US,1.0,,1.0,232072.0,10.644,101.0
175,Alabama,Total,2020-08-08,-12.0,3.0,68.0,12.0,-10.0,2.0,US,1.0,,1.0,220202.0,9.432,89.0
176,Alabama,Total,2020-08-09,-11.0,1.0,49.0,5.0,-17.0,3.0,US,1.0,,1.0,223984.0,6.513999999999999,61.0
177,Alabama,Total,2020-08-10,-7.0,-1.0,30.0,-3.0,-30.0,7.0,US,1.0,,1.0,237079.0,8.963,85.0
178,Alabama,Total,2020-08-11,-8.0,0.0,24.0,-5.0,-29.0,8.0,US,1.0,,1.0,242735.0,9.288,88.0
179,Alabama,Total,2020-08-12,-5.0,0.0,36.0,-2.0,-30.0,7.0,US,1.0,,1.0,228907.0,9.436,89.0
180,Alabama,Total,2020-08-13,-10.0,0.0,24.0,-3.0,-29.0,8.0,US,1.0,,1.0,233306.0,9.654,91.0
181,Alabama,Total,2020-08-14,-12.0,-5.0,24.0,-5.0,-30.0,8.0,US,1.0,,1.0,247568.0,10.54,100.0
182,Alabama,Total,2020-08-15,-12.0,2.0,51.0,6.0,-10.0,3.0,US,1.0,,1.0,240063.0,9.426,89.0
183,Alabama,Total,2020-08-16,-11.0,0.0,51.0,6.0,-17.0,3.0,US,1.0,,1.0,231823.0,6.465,61.0
184,Alabama,Total,2020-08-17,-9.0,-2.0,30.0,-3.0,-29.0,6.0,US,1.0,,1.0,235658.0,8.59,81.0
185,Alabama,Total,2020-08-18,-9.0,-1.0,28.0,-4.0,-27.0,7.0,US,1.0,,1.0,231956.0,9.265,87.0
186,Alabama,Total,2020-08-19,-7.0,-2.0,29.0,-4.0,-28.0,6.0,US,1.0,,1.0,242198.0,9.217,87.0
187,Alabama,Total,2020-08-20,-12.0,-3.0,18.0,-5.0,-28.0,7.0,US,1.0,,1.0,225662.0,9.827,93.0
188,Alabama,Total,2020-08-21,-12.0,-5.0,26.0,-6.0,-28.0,7.0,US,1.0,,1.0,242971.0,11.132,105.0
189,Alabama,Total,2020-08-22,-13.0,0.0,53.0,2.0,-9.0,3.0,US,1.0,,1.0,233342.0,8.912,84.0
190,Alabama,Total,2020-08-23,-15.0,-2.0,34.0,0.0,-16.0,4.0,US,1.0,,1.0,211354.0,6.513,61.0
191,Alabama,Total,2020-08-24,-13.0,-6.0,17.0,-7.0,-27.0,7.0,US,1.0,,1.0,220460.0,8.904,84.0
192,Alabama,Total,2020-08-25,-13.0,-6.0,9.0,-11.0,-27.0,8.0,US,1.0,,1.0,237716.0,9.113999999999999,86.0
193,Alabama,Total,2020-08-26,-9.0,-4.0,19.0,-8.0,-27.0,7.0,US,1.0,,1.0,231988.0,9.355,88.0
194,Alabama,Total,2020-08-27,-13.0,-5.0,15.0,-9.0,-26.0,7.0,US,1.0,,1.0,238330.0,9.814,93.0
195,Alabama,Total,2020-08-28,-15.0,-9.0,9.0,-10.0,-27.0,9.0,US,1.0,,1.0,245060.0,9.92,94.0
196,Alabama,Total,2020-08-29,-14.0,-3.0,37.0,-5.0,-10.0,3.0,US,1.0,,1.0,229761.0,8.718,82.0
197,Alabama,Total,2020-08-30,-17.0,-7.0,15.0,-5.0,-17.0,4.0,US,1.0,,1.0,186682.0,5.952999999999999,56.0
198,Alabama,Total,2020-08-31,-11.0,-6.0,15.0,-7.0,-27.0,6.0,US,1.0,,1.0,215878.0,8.564,81.0
199,Alabama,Total,2020-09-01,-7.0,3.0,20.0,-4.0,-26.0,6.0,US,1.0,,1.0,212562.0,9.522,90.0
200,Alabama,Total,2020-09-02,-7.0,-2.0,32.0,-3.0,-27.0,6.0,US,1.0,,1.0,252064.0,9.767000000000001,92.0
201,Alabama,Total,2020-09-03,-4.0,5.0,31.0,3.0,-26.0,5.0,US,1.0,,1.0,242414.0,10.286,97.0
202,Alabama,Total,2020-09-04,-5.0,1.0,40.0,7.0,-29.0,5.0,US,1.0,,1.0,246912.0,11.585999999999999,109.0
203,Alabama,Total,2020-09-05,-9.0,6.0,73.0,9.0,-16.0,1.0,US,1.0,,1.0,230787.0,8.888,84.0
204,Alabama,Total,2020-09-06,-8.0,4.0,82.0,-3.0,-21.0,1.0,US,1.0,,1.0,235024.0,6.85,65.0
205,Alabama,Total,2020-09-07,-16.0,-4.0,71.0,-6.0,-69.0,15.0,US,1.0,,1.0,220522.0,7.422000000000001,70.0
